StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,intro,Q111,Q112,Prolific ID,attention_check,pojazd_q1,pojazd_q2,pojazd_q3_1,language,age_1,gender,lawyer,experience_1,profession,profession_5_TEXT,study_year_1,uwagi,PROLIFIC_PID,przeszukanie,przeszukanie_case,info,info_case,info2_case
2023-03-30 16:14:22,2023-03-30 16:17:33,0,89.206.55.140,100,191,1,2023-03-30 16:17:34,R_zdtHoHe8uqItddf,,,,,54.353,18.659,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5f2fda9d8f06be3d79b0371d,2,3,3,6,1,36,1,4,,,,,,5f2fda9d8f06be3d79b0371d,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:14:55,2023-03-30 16:17:36,0,37.30.105.53,100,160,1,2023-03-30 16:17:36,R_2BwY9AhZVsJcQKU,,,,,51.1038,17.0397,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5f22bc5b0886160248eb5f9c,2,1,1,3,1,26,1,4,,,,,,5f22bc5b0886160248eb5f9c,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:13:50,2023-03-30 16:17:36,0,91.228.95.233,100,225,1,2023-03-30 16:17:37,R_Q3s5xWxWsqC2jFT,,,,,50.3561,17.8585,anonymous,PL,1,2,nie jestem,,,,,,,,,,,,,,,604a62b9bab7ac6824cc2b52,,,,,
2023-03-30 16:14:03,2023-03-30 16:17:36,0,46.134.81.7,100,213,1,2023-03-30 16:17:37,R_2ZQTuvTn5S2xagw,,,,,50.2941,19.1318,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,60217b04d6f48714c0876a76,2,3,3,3,1,19,2,4,,,,,nie :),60217b04d6f48714c0876a76,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:14:39,2023-03-30 16:17:37,0,37.225.82.98,100,177,1,2023-03-30 16:17:38,R_2YRP0nBmeMElwuj,,,,,51.2486,22.5598,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5e7932c9d7835e0f70d3f29a,2,3,1,4,1,24,1,4,,,,,Nie,5e7932c9d7835e0f70d3f29a,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:13:36,2023-03-30 16:17:40,0,88.156.143.221,100,243,1,2023-03-30 16:17:40,R_a5xm0OBuUiVYu6B,,,,,52.2296,21.0067,anonymous,PL,1,,Czy mó,,,,,,,,,,,,,,,5d24cb1417b7100019b5d319,,,,,
2023-03-30 16:15:34,2023-03-30 16:17:39,0,83.20.235.197,100,125,1,2023-03-30 16:17:41,R_VIMGcHoYWv2ai3f,,,,,53.4286,14.5475,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,60ca35f6860e793c462daeff,2,1,3,4,1,20,1,4,,,,,,60ca35f6860e793c462daeff,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:14:59,2023-03-30 16:17:41,0,83.27.3.19,100,161,1,2023-03-30 16:17:41,R_2E5D0ZBelMcET9a,,,,,50.0585,19.9342,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5ef05cee60a444581ce3d0dd,2,3,3,3,1,25,1,4,,,,,,5ef05cee60a444581ce3d0dd,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:15:11,2023-03-30 16:17:44,0,178.235.189.188,100,152,1,2023-03-30 16:17:44,R_31KlLXZkzwMezKT,,,,,54.353,18.659,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5f6774e25794e635f7e836ae,2,3,3,7,1,23,1,4,,,,,,5f6774e25794e635f7e836ae,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:14:53,2023-03-30 16:17:45,0,178.235.187.155,100,171,1,2023-03-30 16:17:45,R_3JLydrqPkzcdIpi,,,,,52.2296,21.0067,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5acb4b2ffa3b4e000173aa2c,2,3,3,5,1,35,1,4,,,,,Nie,5acb4b2ffa3b4e000173aa2c,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:14:09,2023-03-30 16:17:45,0,37.128.0.186,100,216,1,2023-03-30 16:17:45,R_21nrEDKn9yiix2n,,,,,51.9354,15.5082,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5eac9ad77c0fb830e457d0c6,2,3,3,5,1,20,1,4,,,,,nie,5eac9ad77c0fb830e457d0c6,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:15:37,2023-03-30 16:17:45,0,31.60.2.54,100,128,1,2023-03-30 16:17:46,R_1KdtR7et8ltXebq,,,,,51.1043,17.0335,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,606389edd44e23139eeecd82,2,3,3,6,1,21,1,4,,,,,,606389edd44e23139eeecd82,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:14:27,2023-03-30 16:17:46,0,109.173.254.135,100,199,1,2023-03-30 16:17:46,R_POhP2vwIx6qVZSx,,,,,52.1799,18.5592,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5f934d57b31a3a10b0631ae7,2,1,1,4,1,30,1,4,,,,,,5f934d57b31a3a10b0631ae7,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:14:39,2023-03-30 16:17:51,0,89.64.48.138,100,191,1,2023-03-30 16:17:51,R_2wyTiYuYr5uXQBV,,,,,50.0585,19.9342,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5f4fca2d35293d0d87b7f323,2,3,3,6,1,21,2,4,,,,,,5f4fca2d35293d0d87b7f323,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:14:53,2023-03-30 16:17:51,0,185.20.175.25,100,178,1,2023-03-30 16:17:51,R_2fJt3nj2lwoomzQ,,,,,52.2602,20.6826,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,6035f9e8f7e4a8f06fbee2d1,2,1,1,3,1,19,1,4,,,,,nie,6035f9e8f7e4a8f06fbee2d1,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:13:58,2023-03-30 16:17:52,0,85.221.136.14,100,234,1,2023-03-30 16:17:53,R_3EWJTG5EtwyHS05,,,,,52.4052,16.9339,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5efe14f421bf492ccd0824e3,2,1,1,4,1,21,2,4,,,,,,5efe14f421bf492ccd0824e3,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:15:19,2023-03-30 16:17:53,0,77.112.33.120,100,154,1,2023-03-30 16:17:54,R_1jI0dfv10sRpH2k,,,,,54.1486,19.4071,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5f299dcd0f4c5e0e006ba7cd,2,3,3,7,1,27,2,4,,,,,,5f299dcd0f4c5e0e006ba7cd,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:13:45,2023-03-30 16:17:54,0,213.134.176.106,100,249,1,2023-03-30 16:17:54,R_8f7SfOd2iqaZfdD,,,,,52.2296,21.0067,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,6079da01106b8305f11b4fc6,2,3,3,5,1,22,1,4,,,,,,6079da01106b8305f11b4fc6,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:15:22,2023-03-30 16:17:54,0,188.47.121.205,100,152,1,2023-03-30 16:17:54,R_1IW9OYh8d876Flm,,,,,51.1043,17.0335,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5d4aca46457d90001a0e9b38,2,1,1,4,1,41,2,4,,,,,,5d4aca46457d90001a0e9b38,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:15:46,2023-03-30 16:17:55,0,213.134.161.216,100,128,1,2023-03-30 16:17:56,R_1QKRuxJItkIA7vw,,,,,52.2296,21.0067,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5beb0d9d7569230001f88b7c,2,3,3,5,1,24,1,4,,,,,,5beb0d9d7569230001f88b7c,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:15:05,2023-03-30 16:17:55,0,87.101.73.212,100,169,1,2023-03-30 16:17:56,R_2xDzRNdQWF08utt,,,,,50.0558,18.4221,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5fa1b15c9727b230c10860bd,2,1,1,3,1,23,1,4,,,,,,5fa1b15c9727b230c10860bd,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:14:52,2023-03-30 16:17:57,0,77.254.122.84,100,184,1,2023-03-30 16:17:57,R_21sVzCPqETnX7eV,,,,,54.1756,19.4229,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,611a78efa6c36a674dc40cc6,2,3,3,5,1,35,2,4,,,,,teraz jestem ciekawa jaka jest prawidłowa (z punktu widzenia prawa polskiego) odpowiedź :),611a78efa6c36a674dc40cc6,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:15:03,2023-03-30 16:17:56,0,194.0.154.238,100,173,1,2023-03-30 16:17:57,R_2bQrU14UjUjdYT2,,,,,51.7478,19.3261,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,612a95026c657f4be70fa02c,2,3,3,4,1,21,2,4,,,,,,612a95026c657f4be70fa02c,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:13:49,2023-03-30 16:18:00,0,213.184.7.14,100,251,1,2023-03-30 16:18:01,R_Ov7BQu9pCTkWM93,,,,,54.0404,21.756,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5fd2416e5061f30735e202e9,2,3,3,6,1,22,1,4,,,,,,5fd2416e5061f30735e202e9,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:14:32,2023-03-30 16:18:03,0,217.97.94.129,100,211,1,2023-03-30 16:18:04,R_TiPj3SHk7o62p8t,,,,,51.1043,17.0335,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5fb160a4f350e75fa7315f97,2,3,3,3,1,24,2,2,,,,1,,5fb160a4f350e75fa7315f97,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:14:52,2023-03-30 16:18:07,0,89.64.35.237,100,194,1,2023-03-30 16:18:07,R_5cgfh5lk30Pe6J3,,,,,50.2527,19.0284,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5f73358205674d00085276f0,2,1,1,2,1,20,1,4,,,,,,5f73358205674d00085276f0,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:13:58,2023-03-30 16:18:08,0,79.184.59.232,100,249,1,2023-03-30 16:18:09,R_8k179gn2YUJfQCB,,,,,52.2296,21.0067,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,613bb29f16252362f4dc11a3,2,3,3,5,1,25,1,4,,,,,,613bb29f16252362f4dc11a3,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
2023-03-30 16:15:05,2023-03-30 16:18:09,0,79.191.83.252,100,183,1,2023-03-30 16:18:10,R_3n6eRAhRzG8lvBT,,,,,52.2296,21.0067,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5ff4c3618422b474343e27de,2,1,1,2,1,23,6,4,,,,,,5ff4c3618422b474343e27de,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",no,,
2023-03-30 16:14:54,2023-03-30 16:18:10,0,89.64.3.101,100,196,1,2023-03-30 16:18:11,R_25ARKQ6NxDKSlgZ,,,,,51.1043,17.0335,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,5fa85a35ded6106d217ce895,2,1,1,3,1,20,1,4,,,,,,5fa85a35ded6106d217ce895,neutral,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i nic w nim nie znalazł.",yes,"Podstawa prawna: Art. 219. § 1. W celu wykrycia lub zatrzymania albo przymusowego doprowadzenia osoby podejrzanej, a także w celu znalezienia rzeczy mogących stanowić dowód w sprawie lub podlegających zajęciu w postępowaniu karnym, można dokonać przeszukania pomieszczeń i innych miejsc, jeżeli istnieją uzasadnione podstawy do przypuszczenia, że osoba podejrzana lub wymienione rzeczy tam się znajdują.
§ 2. W celu znalezienia rzeczy wymienionych w § 1 i pod warunkiem określonym w tym przepisie oraz z uwzględnieniem zasad i granic określonych w art. 227 można też dokonać przeszukania osoby, jej odzieży i podręcznych przedmiotów.","Komentarz: Według piśmiennictwa przypuszczenie o którym mowa jest subiektywnym sądem o tym, co było, jest lub będzie w rzeczywistości, powstającym w psychice człowieka pod wpływem posiadanych informacji o zdarzeniach, wiedzy o prawidłowościach występujących w otaczającym świecie, indywidualnej umiejętności kojarzenia faktów oraz innych czynników. Co więcej, decyzja o przeszukaniu musi mieć racjonalne uzasadnienie i opierać się na realnym prawdopodobieństwie wyprowadzonym z zebranych wiarygodnych informacji; nie jest dopuszczalne intuicyjne przeszukanie wszelkich miejsc, z którymi osoba poszukiwana miała kiedykolwiek kontakt."
2023-03-30 16:15:19,2023-03-30 16:18:16,0,89.68.175.77,100,177,1,2023-03-30 16:18:17,R_1E11nEXfSdD8Y7L,,,,,51.8466,16.5759,anonymous,PL,1,,Dziękuje Ci za poświęcenie swojego,60211f150baab9043d1bc29a,2,3,3,5,1,23,1,4,,,,,,60211f150baab9043d1bc29a,bad,"Na podstawie swoich doświadczeń i oceny sytuacji, policjant dokonał przeszukania samochodu i znalazł w nim schowaną pod siedzeniem paczkę zawierającą pół kilograma metamfetaminy.",no,,
